dataset	sample_ID	genes_1	genes_2	breakpoint1	breakpoint2	status	support_split	support_span	filters	source	duplicates	nb_sources
simulated	SRR7646942_sim_5_1_merged	SYK	SYK	9:90896813	9:90845434	FP	2	3	Inner;s0_Local;s0_LowEvidence	manta	9:90896776->9:90891398	1
simulated	SRR7646942_sim_5_1_merged	CNTRL	CNTRL	9:121166180	9:121161856	FP	57	24	Inner;s0_Local	manta	9:121160302->9:121152485,9:121115200->9:121088296,9:121090405->9:121088296,9:121175224->9:121167489,9:121160302->9:121146108,9:121159019->9:121152485,9:121125839->9:121124014,9:121148861->9:121146108,9:121166180->9:121150170,9:121115200->9:121094888,9:121150483->9:121146108	1
simulated	SRR7646942_sim_5_1_merged	ELF4	ELF4	X:130069300	X:130072417	FP	3	3	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	ARHGAP4;NAA10	PRKAB1	X:153933660	12:119668403	TP	7	1	PASS	manta		3
simulated	SRR7646942_sim_7_1_merged	ATRN	KIF5A	20:3471107	12:57569403	TP	7	0	s0_LowEvidence	manta		3
simulated	SRR7646942_sim_7_1_merged	IST1	METTL26	16:71895508	16:634956	TP	7	1	PASS	manta		3
simulated	SRR7646942_sim_7_1_merged	LRRC29	AC010422.8;DHPS	16:67226630	19:12675933	TP	7	1	PASS	manta		4
simulated	SRR7646942_sim_7_1_merged	DNAH6	SYTL1	2:84659025	1:27350484	TP	7	1	PASS	manta		3
simulated	SRR7646942_sim_7_1_merged	MIR663AHG	ACADM	NA	NA	FN	NA	NA		manta		0
simulated	SRR7646942_sim_7_1_merged	KYAT3;RBMXL1	SDC1	1:88979459	2:20204291	TP	7	1	PASS	manta		3
simulated	SRR7646942_sim_7_1_merged	GAS8;URAHP	MROH2A	16:90042469	2:233779451	TP	7	0	s0_LowEvidence	manta		3
simulated	SRR7646942_sim_7_1_merged	LEF1	CPN2	4:108083368	3:194342702	TP	7	1	PASS	manta		3
simulated	SRR7646942_sim_7_1_merged	BUB1B	KLHL8	15:40170062	4:87220497	TP	7	1	PASS	manta		3
simulated	SRR7646942_sim_7_1_merged	ASXL1	intergenic	20:32438415	1:39056862	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	TAL1	intergenic	1:47216776	9:103052873	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	TAL1	PCDH15	1:47216777	10:54969592	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	TAL1	AL135960.1;TAL1	1:47219505	1:47229351	FP	0	5	Imprecise;Inner	manta		1
simulated	SRR7646942_sim_7_1_merged	FP236383.1	AL135960.1;TAL1	21:8384098	1:47229351	FP	0	0	Imprecise;lowSupport	manta		3
simulated	SRR7646942_sim_7_1_merged	STIL	STIL	1:47280241	1:47282459	FP	20	19	Inner;s0_Local;s0_LowEvidence	manta	1:47260289->1:47263113,1:47269635->1:47304996,1:47269635->1:47300152	1
simulated	SRR7646942_sim_7_1_merged	MN1	intergenic	22:27748530	1:47591135	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	AL109659.1;SKINT1L	NUP88;RABEP1	1:48180223	17:5383741	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	ARNT	ARNT	1:150817920	1:150823345	FP	4	2	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	EWSR1	AL596087.1	22:29287134	1:166276891	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	ABL2	ABL2	1:179131311	1:179133374	FP	24	11	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	ITIH5	MYH11	10:7588392	16:15747649	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	TFG	MLLT10	3:100713921	10:21548393	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	intergenic	MLLT10	3:106351521	10:21670449	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	MLLT10	MLLT10	10:21727928	10:21713772	FP	5	4	Inner;s0_Local;s0_LowEvidence	manta	10:21713950->10:21681332,10:21735235->10:21734055	1
simulated	SRR7646942_sim_7_1_merged	CCDC6	CCDC6	10:59832525	10:59852702	FP	14	9	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	KAT6B	KAT6B	10:74989112	10:74969660	FP	4	2	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	FP671120.1	KAT6B	21:8215379	10:75029557	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	HELLS	TBL1XR1	10:94571101	3:177027621	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	TPM4	CYP2C23P	19:16102873	10:100112666	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	NUP98	NUP98	11:3768581	11:3776021	FP	40	23	Inner;s0_Local	manta	11:3773632->11:3776021,11:3691347->11:3693375,11:3699082->11:3702892,11:3705200->11:3706627,11:3700610->11:3753408	1
simulated	SRR7646942_sim_7_1_merged	RUNX1	RBM4	21:34789611	11:66663707	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	PICALM	PICALM	11:86022367	11:86031611	FP	87	11	Inner;s0_Local	manta	11:86011030->11:86031611,11:85996826->11:86031611,11:86007542->11:86031611,11:85974708->11:86031611,11:85976623->11:85981228	1
simulated	SRR7646942_sim_7_1_merged	DDX10	DDX10	11:108723462	11:108715879	FP	4	4	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	ZBTB16	ZBTB16	11:114064568	11:114063211	FP	4	4	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	PAFAH1B2	PAFAH1B2	11:117163892	11:117152441	FP	16	6	Inner;s0_Local	manta	11:117164122->11:117151508	1
simulated	SRR7646942_sim_7_1_merged	PAFAH1B2	CLVS1	11:117169483	8:61171322	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	AP001267.5;KMT2A	AP001267.5;KMT2A	11:118474315	11:118468775	FP	2	2	Inner;s0_Local;s0_LowEvidence	manta	11:118474315->11:118471662,11:118482495->11:118476805	1
simulated	SRR7646942_sim_7_1_merged	FP236383.1	AP001267.5;KMT2A	21:8399306	11:118473761	FP	3	0	s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	KMT2A	KMT2A	11:118501857	11:118494288	FP	8	7	Inner;s0_Local	manta	11:118493230->11:118489792,11:118499420->11:118497936	1
simulated	SRR7646942_sim_7_1_merged	KMT2A	MT-RNR2	11:118505091	MT:1683	FP	2	0	lowSupport;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	DDX6	DDX6	11:118754705	11:118757287	FP	2	2	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	FLI1	FLI1	11:128782023	11:128768118	FP	44	36	Inner;s0_Local	manta	11:128782023->11:128758115,11:128772985->11:128758115	1
simulated	SRR7646942_sim_7_1_merged	FLI1	intergenic	11:128811709	14:101231367	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	FLI1	GMDS	11:128811709	6:1662291	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	KDM5A	KDM5A	12:350621	12:354234	FP	18	5	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	ERC1	ERC1	12:1190052	12:1180540	FP	18	8	Inner;s0_Local	manta	12:1408247->12:1289852,12:1190052->12:1115866,12:1444750->12:1371833	1
simulated	SRR7646942_sim_7_1_merged	intergenic	U2AF1	12:1687083	21:43099922	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	intergenic	AC008012.1;CCND2	21:8442575	12:4300836	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	ETV6	MN1	12:11752579	22:27751096	FP	294	0	s0_LowEvidence	manta	12:11650160->22:27751096	4
simulated	SRR7646942_sim_7_1_merged	MN1	ETV6	22:27796763	12:11839140	FP	1147	0	s0_LowEvidence	manta	22:27796763->12:11826402,22:27796763->12:11773843,22:27796763->12:11802974	4
simulated	SRR7646942_sim_7_1_merged	ETV6	ETV6	12:11853561	12:11826402	FP	0	3	Imprecise;Inner	manta		1
simulated	SRR7646942_sim_7_1_merged	CIITA	intergenic	16:10925729	12:42792207	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	NUP88;RABEP1	LINC01619	17:5385450	12:92021018	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	PSPC1	ZMYM2	13:19782386	13:19959958	FP	6	0	s0_LowEvidence	manta		3
simulated	SRR7646942_sim_7_1_merged	ZMYM5	ZMYM5	13:19835477	13:19838985	FP	6	3	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	ZMYM2	ZMYM2	13:20006586	13:20002850	FP	81	50	Inner;s0_Local	manta	13:20006586->13:19993063,13:20083776->13:20064451,13:20067390->13:20051433,13:20083032->13:20064451,13:20067390->13:20058575,13:20036909->13:19993063,13:20059562->13:20026612,13:20036909->13:19959958,13:20036909->13:20019547	1
simulated	SRR7646942_sim_7_1_merged	TRAV13-1	TRAJ42	14:21869354	14:22496894	FP	10	0	s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	TRAV12-2	TRAJ23	14:21888501	14:22520432	FP	6	0	s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	NIN	NIN	14:50741582	14:50752733	FP	5	3	Inner;s0_Local;s0_LowEvidence	manta	14:50754563->14:50760359	1
simulated	SRR7646942_sim_7_1_merged	NIN	AL133485.1;NIN	14:50792716	14:50822079	FP	3	3	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	TRIP11	TRIP11	14:92007640	14:92011795	FP	7	5	Inner;s0_Local	manta	14:92011783->14:92014485,14:91999968->14:92003557	1
simulated	SRR7646942_sim_7_1_merged	AL035658.1;EP300;EP300-AS1	intergenic	22:41179877	15:26373183	FP	0	0	Imprecise;lowSupport	manta	22:41179877->16:31537227	1
simulated	SRR7646942_sim_7_1_merged	LINC00921;ZNF263	CREBBP	16:3263883	16:3851009	FP	0	0	Imprecise;lowSupport	manta		4
simulated	SRR7646942_sim_7_1_merged	CREBBP	CREBBP	16:3749627	16:3770986	FP	8	2	Inner;s0_Local;s0_LowEvidence	manta	16:3810603->16:3851009	1
simulated	SRR7646942_sim_7_1_merged	CIITA	HUWE1	16:10907794	X:53650727	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	CIITA;DEXI	CIITA	16:10931043	16:10925575	FP	7	8	Inner;s0_Local	manta	16:10931580->16:10924479	1
simulated	SRR7646942_sim_7_1_merged	CCND3	FUS	6:41998696	16:31191558	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	PRPF8	PRPF8	17:1678518	17:1681054	FP	4	2	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	RABEP1	RABEP1	17:5350629	17:5346790	FP	4	3	Inner;s0_Local	manta	17:5332152->17:5308694	1
simulated	SRR7646942_sim_7_1_merged	NUP88;RABEP1	RABEP1	17:5363016	17:5350451	FP	3	3	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	NUP88;RABEP1	NUP88;RABEP1	17:5363016	17:5361208	FP	6	5	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	NUP88;RABEP1	intergenic	17:5383738	4:24117105	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	intergenic	NUP88;RABEP1	2:116464978	17:5383741	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	NUP88;RABEP1	ZBTB21	17:5384764	21:41992181	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	AC004702.1;SPECC1	AC004702.1;SPECC1	17:20205912	17:20204333	FP	622	506	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	MSI2	MSI2	17:57268551	17:57266646	FP	4	5	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	MSI2	LINC01483	17:57681801	17:69813888	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	CLTC	AC093801.1;VEGFC	17:59644538	4:176692427	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	CLTC	CLTC	17:59661643	17:59651203	FP	3	3	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	RNF213	RNF213	17:80290728	17:80289659	FP	6	6	Inner;s0_Local	manta	17:80328477->17:80325030	1
simulated	SRR7646942_sim_7_1_merged	EIF4A2	EIF4A2P1;PTPN2	3:186787203	18:12913499	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	AC104365.1;MALT1	AC104365.1;MALT1	18:58700591	18:58696366	FP	21	12	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	BCL2	intergenic	18:63124643	8:83243599	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	RAP1GDS1	CD226	4:98442456	18:69938209	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	AL035658.1;EP300;EP300-AS1	GMFG	22:41179877	19:39339709	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	PPP1CB;SPDYA	PPP1CB	2:28799433	2:28752038	FP	0	3	Imprecise;Inner	manta		1
simulated	SRR7646942_sim_7_1_merged	PPP1CB;SPDYA	PPP1CB;SPDYA	2:28788809	2:28783907	FP	0	9	Imprecise;Inner	manta		1
simulated	SRR7646942_sim_7_1_merged	intergenic	IGKJ1	2:88886154	2:88861921	FP	3	0	IG;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	AFF3	AFF3	2:100006632	2:100008932	FP	2	2	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	TTL	TTL	2:112503181	2:112501206	FP	10	7	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	intergenic	CNTRL	2:183256181	9:121160452	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	SF3B1	SF3B1	2:197416741	2:197420542	FP	29	20	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	ASXL1	ASXL1	20:32369123	20:32366384	FP	97	2	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	PLCG1-AS1;TOP1	TOP1	20:41101353	20:41092472	FP	41	30	Inner;s0_Local	manta	20:41101353->20:41061394	1
simulated	SRR7646942_sim_7_1_merged	LPP	intergenic	3:188883481	20:56678200	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	FP671120.1	KAT6A	21:8215789	8:41933892	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	KAT6A	intergenic	8:41940906	21:8441205	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	HSP90AB1	intergenic	6:44252188	21:8441210	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	RUNX1	RUNX1	21:34834410	21:34859578	FP	89	31	Inner;s0_Local	manta	21:34859474->21:34880713	1
simulated	SRR7646942_sim_7_1_merged	RUNX1	RUNX1T1	21:34859474	8:92017431	FP	0	0	Imprecise;lowSupport	manta		4
simulated	SRR7646942_sim_7_1_merged	MCM3AP	MCM3AP	21:46275186	21:46280575	FP	2	2	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	MRTFA	MRTFA	22:40552106	22:40594735	FP	3	3	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	EP300	EP300	22:41140257	22:41125864	FP	20	3	Inner;s0_Local	manta	22:41141222->22:41140140,22:41157408->22:41141048,22:41141222->22:41131388,22:41150198->22:41146739,22:41157408->22:41154995	1
simulated	SRR7646942_sim_7_1_merged	AL035658.1;EP300	AL035658.1;EP300	22:41173784	22:41172499	FP	15	3	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	AC097634.4;FOXP1	AC097634.4;FOXP1	3:71041328	3:71053773	FP	39	33	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	AC097634.4;FOXP1;FOXP1-AS1	AC097634.4;FOXP1	3:71299820	3:71493555	FP	4	2	Inner	manta		1
simulated	SRR7646942_sim_7_1_merged	TFG	BTBD9	3:100748762	6:38588686	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	LPP	LPP	3:188524787	3:188406112	FP	2	2	Inner	manta		1
simulated	SRR7646942_sim_7_1_merged	TFRC	TFRC	3:196073930	3:196075360	FP	43	4	Inner;s0_Local;s0_LowEvidence	manta	3:196058284->3:196077122	1
simulated	SRR7646942_sim_7_1_merged	TFRC	intergenic	3:196062582	5:26466718	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	NSD2	NSD2	4:1904378	4:1900626	FP	33	15	Inner;s0_Local	manta	4:1918623->4:1900626,4:1935262->4:1900626,4:1935262->4:1904216	1
simulated	SRR7646942_sim_7_1_merged	HSP90AB1	HSP90AB2P	6:44250439	4:13337210	FP	44	0	inNormal;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	AC058822.1;FIP1L1	AC058822.1;FIP1L1	4:53428183	4:53414615	FP	273	7	Inner;s0_Local	manta	4:53389873->4:53383773,4:53444103->4:53425872,4:53428183->4:53399730,4:53444103->4:53428027	1
simulated	SRR7646942_sim_7_1_merged	CDK6	LINC02469	7:92609649	4:79687403	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	HSP90AB1	HSP90AB3P	6:44250439	4:87892574	FP	44	0	inNormal;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	intergenic	HIP1	4:141929675	7:75534429	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	ZRSR2	REEP5;SRP19;ZRSR2P1	X:15823062	5:112892865	FP	6	0	s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	SMAD5	SMAD5	5:136154163	5:136147832	FP	26	22	Inner;s0_Local	manta	5:136163391->5:136147832,5:136179658->5:136147832	1
simulated	SRR7646942_sim_7_1_merged	RANBP17	RANBP17	5:170924550	5:170909661	FP	17	13	Inner;s0_Local	manta	5:170896115->5:170878097,5:170924550->5:170878097	1
simulated	SRR7646942_sim_7_1_merged	NSD1	NSD1	5:177212195	5:177209636	FP	105	88	Inner;s0_Local	manta	5:177212195->5:177191884,5:177288925->5:177280565	1
simulated	SRR7646942_sim_7_1_merged	DEK	DEK	6:18236452	6:18258405	FP	231	108	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	RUNX2	RUNX2	6:45512407	6:45491941	FP	8	5	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	intergenic	RNF217-AS1	6:124906432	6:124948098	FP	2	2	s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	FGFR1OP;Z94721.2	FGFR1OP;Z94721.2	6:167040339	6:167022409	FP	16	8	Inner;s0_Local	manta		1
simulated	SRR7646942_sim_7_1_merged	TRGC2	TRGC2	7:38245183	7:38249572	FP	12	10	Inner;s0_Local	manta	7:38242428->7:38249572	1
simulated	SRR7646942_sim_7_1_merged	TRGC2	intergenic	7:38242428	7:38256585	FP	7	3	s0_Local;s0_LowEvidence	manta	7:38242428->7:38269712	1
simulated	SRR7646942_sim_7_1_merged	TRGC2	TRGC1	7:38249266	7:38265534	FP	0	6	Imprecise	manta		1
simulated	SRR7646942_sim_7_1_merged	IKZF1	IKZF1	7:50327757	7:50319048	FP	12	6	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	SBDS	SBDS	7:66991137	7:66994341	FP	14	6	Inner;s0_Local;s0_LowEvidence	manta		1
simulated	SRR7646942_sim_7_1_merged	SBDSP1	SBDSP1	7:72833928	7:72830692	FP	6	6	Inner;s0_Local;s0_LowEvidence	manta	7:72831798->7:72830692	1
simulated	SRR7646942_sim_7_1_merged	CACNA2D1	PCM1	7:82424405	8:17972247	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	CDK6	intergenic	7:92606306	X:129720028	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	TRIM24	TRIM24	7:138579532	7:138576373	FP	34	18	Inner;s0_Local	manta	7:138573642->7:138525241,7:138551180->7:138519189,7:138554966->7:138525241,7:138515359->7:138504290,7:138573642->7:138554698,7:138538803->7:138504290,7:138567654->7:138554698,7:138529230->7:138525241	1
simulated	SRR7646942_sim_7_1_merged	C7orf55-LUC7L2;LUC7L2	C7orf55-LUC7L2;LUC7L2	7:139409654	7:139398599	FP	8	6	Inner;inNormal;s0_Local;s0_LowEvidence	manta	7:139409654->7:139371387	1
simulated	SRR7646942_sim_7_1_merged	PCM1	PCM1	8:17993619	8:17989859	FP	30	10	Inner;s0_Local	manta	8:17967170->8:17963101,8:17962174->8:17960014,8:17953186->8:17950615,8:18011827->8:17963101,8:17964768->8:17956604,8:18011366->8:17956604,8:17993619->8:17947186,8:18014840->8:18009547	1
simulated	SRR7646942_sim_7_1_merged	NSD3	NSD3	8:38295796	8:38299590	FP	5	5	Inner;s0_Local	manta	8:38290475->8:38299590,8:38329378->8:38338607	1
simulated	SRR7646942_sim_7_1_merged	KAT6A	KAT6A	8:42048378	8:42049707	FP	39	36	Inner;s0_Local	manta	8:41974704->8:41978777	1
simulated	SRR7646942_sim_7_1_merged	ST3GAL1	KAT6A	8:133571693	8:42049707	FP	2	0	lowSupport;s0_LowEvidence	manta		3
simulated	SRR7646942_sim_7_1_merged	NCOA2	NCOA2	8:70213903	8:70216764	FP	117	76	Inner;s0_Local	manta	8:70159505->8:70162854,8:70155971->8:70157240,8:70123884->8:70144848,8:70138203->8:70144848,8:70148273->8:70157240,8:70121302->8:70148483,8:70213903->8:70264480	1
simulated	SRR7646942_sim_7_1_merged	MYC	MYC	8:127740958	8:127738292	FP	0	2	Imprecise;Inner;lowSupport	manta		1
simulated	SRR7646942_sim_7_1_merged	JAK2	JAK2	9:5090911	9:5069022	FP	5	3	Inner;s0_Local	manta	9:5081861->9:5064883,9:5050831->9:5044403	1
simulated	SRR7646942_sim_7_1_merged	SYK	SYK	9:90896813	9:90845434	FP	2	3	Inner;s0_Local;s0_LowEvidence	manta	9:90896776->9:90891398	1
simulated	SRR7646942_sim_7_1_merged	CNTRL	CNTRL	9:121166180	9:121161856	FP	57	24	Inner;s0_Local	manta	9:121160302->9:121152485,9:121115200->9:121088296,9:121090405->9:121088296,9:121175224->9:121167489,9:121160302->9:121146108,9:121159019->9:121152485,9:121125839->9:121124014,9:121148861->9:121146108,9:121166180->9:121150170,9:121115200->9:121094888,9:121150483->9:121146108	1
simulated	SRR7646942_sim_7_1_merged	ELF4	ELF4	X:130069300	X:130072417	FP	3	3	Inner;s0_Local	manta		1
simulated	SRR7646967_sim_100_20_merged	PTBP2	AP002748.4;BBS1;ZDHHC24	1:96723563	11:66529951	TP	98	20	PASS	manta		3
simulated	SRR7646967_sim_100_20_merged	AFF1	ANAPC15;AP000812.5;LRTOMT	4:87105628	11:72110603	TP	99	20	PASS	manta		3
simulated	SRR7646967_sim_100_20_merged	JPT2	AC107023.1;MUC19	16:1691842	12:40419232	TP	99	20	PASS	manta		3
simulated	SRR7646967_sim_100_20_merged	SVBP;TMEM269	CHD8	1:42816431	14:21408555	TP	93	20	PASS	manta		4
simulated	SRR7646967_sim_100_20_merged	MIAT;Z99774.1	PRKACA	22:26668158	19:14097890	TP	100	20	PASS	manta		3
simulated	SRR7646967_sim_100_20_merged	HAUS3;POLN	GEMIN7;MARK4	4:2236228	19:45090713	TP	99	2	PASS	manta		3
simulated	SRR7646967_sim_100_20_merged	TMEM273	FCRL3	10:49188294	1:157678856	TP	98	20	PASS	manta		4
simulated	SRR7646967_sim_100_20_merged	INPP5B	CASC8	1:37943796	8:127421374	TP	92	20	PASS	manta		3
simulated	SRR7646967_sim_100_20_merged	AC244453.2;AC244453.3;FCGR1B	AL355987.1;LCN6	1:121095021	9:136745280	TP	92	19	PASS	manta		4
simulated	SRR7646967_sim_100_20_merged	PPP4R1		NA	NA	FN	NA	NA		manta		0
simulated	SRR7646967_sim_100_20_merged	HFM1	intergenic	1:91387414	8:21598716	FP	0	0	Imprecise;lowSupport	manta	1:91387590->21:8445154	1
simulated	SRR7646967_sim_100_20_merged	intergenic	HFM1	2:202346373	1:91387551	FP	4	0	s0_LowEvidence	manta		1
simulated	SRR7646967_sim_100_20_merged	DEK	intergenic	6:18249651	1:98076699	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	intergenic	FP671120.1	22:20911155	21:8213914	FP	60	0	s0_LowEvidence	manta	1:107570924->21:8216124,21:8443299->21:8215960,21:8254313->21:8209676,21:8988646->21:8209676,21:8444511->21:8216124,21:8437371->21:8209667,21:8258851->21:8214537,21:8258851->21:8216112	1
simulated	SRR7646967_sim_100_20_merged	intergenic	IGSF3	21:8441924	1:116579667	FP	0	0	IG;Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	ABL2	ABL2	1:179131311	1:179133374	FP	0	2	Imprecise;Inner;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	PDE4D	intergenic	5:60041309	1:193770949	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	ZNF124	ZNF124	1:247156420	1:247159813	FP	0	2	Imprecise;Inner;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	intergenic	NEURL1	21:8258935	10:103555299	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	GALNT18	FP671120.4	11:11562931	21:8254771	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	SET	FBXO3	9:128696388	11:33747527	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	BCL7A	PTPRJ	12:122020668	11:47989557	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	intergenic	C11orf95	21:8258935	11:63763261	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	NUMA1	AP000820.2	11:72040451	11:95656159	FP	0	2	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	POU2AF1	UVRAG	11:111379162	11:75888829	FP	0	0	Imprecise;lowSupport	manta		3
simulated	SRR7646967_sim_100_20_merged	intergenic	AMOTL1	21:8442291	11:94768328	FP	0	0	Imprecise;lowSupport	manta		1
simulated	SRR7646967_sim_100_20_merged	PCSK7;TAGLN	ESF1	11:117204760	20:13734382	FP	0	0	Imprecise;lowSupport	manta		1
