dataset	sample_ID	genes_1	genes_2	breakpoint1	breakpoint2	status	support_split	support_span	filters	source	duplicates	nb_sources
Heyer_2019	SRR7646963	PICALM	PICALM	11:86022367	11:86031611	FP	272	185	Inner;s0_Local	manta	11:86007542->11:86031611,11:85996826->11:86031611,11:85996826->11:86003451	1
Heyer_2019	SRR7646963	PAFAH1B2	PAFAH1B2	11:117163892	11:117152441	FP	29	20	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	PAFAH1B2	CLVS1	11:117169483	8:61171322	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646963	DDX6	DDX6	11:118758774	11:118763306	FP	4	3	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646963	LINC01619	NUP88;RABEP1	12:92021018	17:5385450	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646963	ZMYM2	ZMYM2	13:20083032	13:20064451	FP	23	19	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	intergenic	intergenic	14:106373659	14:105863266	FP	13	2	PASS	manta		1
Heyer_2019	SRR7646963	IGHV3-13	intergenic	14:106129541	14:105863865	FP	13	0	IG;s0_LowEvidence	manta		1
Heyer_2019	SRR7646963	LPP	TRPM7	3:188880869	15:50647393	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646963	CIITA;DEXI	CIITA	16:10931043	16:10925575	FP	14	17	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646963	AC004702.1;SPECC1	AC004702.1;SPECC1	17:20205912	17:20204333	FP	329	331	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	AC008735.2;U2AF2	U2AF2	19:55662526	19:55660573	FP	24	18	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	PPP1CB;SPDYA	PPP1CB;SPDYA	2:28788809	2:28783907	FP	31	21	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	IGKV2-28	IGKV2-30	2:89221698	2:89244781	FP	0	25	IG;Imprecise	manta		1
Heyer_2019	SRR7646963	IGKV1D-33	intergenic	2:89914545	9:78416527	FP	0	0	IG;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646963	IGKV2D-28	intergenic	2:89960748	9:28693671	FP	0	0	IG;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646963	AFF3	AFF3	2:100006632	2:100011571	FP	22	18	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	ASXL1	ASXL1	20:32369123	20:32366384	FP	406	168	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	PLCG1-AS1;TOP1	TOP1	20:41101353	20:41092472	FP	113	81	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	RUNX1	RUNX1	21:34834410	21:34859578	FP	160	50	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	ABL1	BCR	9:130714455	22:23292541	FP	81	3	PASS	manta		4
Heyer_2019	SRR7646963	AC097634.4;FOXP1	AC097634.4;FOXP1	3:71015549	3:71053773	FP	30	20	Inner;s0_Local	manta	3:71493426->3:71501988	1
Heyer_2019	SRR7646963	TBL1XR1	TBL1XR1	3:177098466	3:177108108	FP	6	4	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	NSD2	NSD2	4:1904378	4:1900626	FP	47	31	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	AC058822.1;FIP1L1	AC058822.1;FIP1L1	4:53428183	4:53414615	FP	371	331	Inner;s0_Local	manta	4:53444103->4:53425872	1
Heyer_2019	SRR7646963	RANBP17	RANBP17	5:171205612	5:171183171	FP	76	131	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	NSD1	NSD1	5:177212195	5:177209636	FP	23	24	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	DEK	DEK	6:18236452	6:18258405	FP	868	670	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	SBDS	SBDS	7:66991137	7:66994341	FP	39	25	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	TRIM24	TRIM24	7:138551180	7:138519189	FP	7	7	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	NCOA2	NCOA2	8:70213903	8:70216764	FP	249	160	Inner;s0_Local	manta	8:70159505->8:70162854	1
Heyer_2019	SRR7646963	PSIP1	AL592293.2;CLCN3P1	9:15472632	9:15056052	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646963	PAX5	PAX5	9:37002648	9:37020801	FP	17	14	Inner;s0_Local	manta		1
Heyer_2019	SRR7646963	CNTRL	CNTRL	9:121166180	9:121161856	FP	85	54	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	BCR	ABL1	22:23289621	9:130854064	TP	340	60	PASS	manta	22:23289704->9:130777699	5
Heyer_2019	SRR7646965	ABL1	intergenic	9:130714455	1:25918293	FP	5	1	s0_LowEvidence	manta		1
Heyer_2019	SRR7646965	STIL	STIL	1:47260289	1:47263113	FP	13	28	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	AL109659.1;SKINT1L	NUP88;RABEP1	1:48180223	17:5383741	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646965	MLLT10	MLLT10	10:21727928	10:21713772	FP	35	20	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	KAT6B	KAT6B	10:74843478	10:74838683	FP	15	12	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	AC008012.1;CCND2	SLC22A10	12:4300947	11:63245040	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646965	PAFAH1B2	PAFAH1B2	11:117163892	11:117152441	FP	33	27	Inner;s0_Local	manta	11:117164122->11:117158924	1
Heyer_2019	SRR7646965	FLI1	FLI1	11:128782023	11:128758115	FP	65	45	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	KDM5A	LINC02376	12:318374	12:127279530	FP	0	5	Imprecise	manta		1
Heyer_2019	SRR7646965	ERC1	ERC1	12:1444750	12:1371833	FP	32	32	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	LINC01619	NUP88;RABEP1	12:92021018	17:5385450	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646965	ZMYM5	ZMYM5	13:19835477	13:19838985	FP	9	6	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	ZMYM2	ZMYM2	13:20006586	13:20002850	FP	35	30	Inner;s0_Local	manta	13:20083776->13:20064451	1
Heyer_2019	SRR7646965	TRAV12-2	TRAJ28	14:21888501	14:22515631	FP	17	0	s0_LowEvidence	manta		1
Heyer_2019	SRR7646965	TRIP11	TRIP11	14:92014215	14:92033253	FP	11	11	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646965	AC010531.4;C16orf95	AL035658.1;EP300;EP300-AS1	16:87275984	22:41179888	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646965	RABEP1	RABEP1	17:5332152	17:5308694	FP	9	5	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646965	intergenic	NUP88;RABEP1	2:116464978	17:5383741	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646965	NUP88;RABEP1	ZBTB21	17:5384764	21:41992181	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646965	AC004702.1;SPECC1	AC004702.1;SPECC1	17:20205912	17:20204333	FP	212	244	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	AC104365.1;MALT1	AC104365.1;MALT1	18:58700591	18:58696366	FP	43	30	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	AC008735.2;U2AF2	U2AF2	19:55662526	19:55660573	FP	44	27	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	PPP1CB;SPDYA	PPP1CB;SPDYA	2:28788809	2:28783907	FP	20	16	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	TTL	TTL	2:112503181	2:112501206	FP	10	9	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	AL035658.1;EP300;EP300-AS1	intergenic	22:41179911	2:193238570	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646965	ASXL1	ASXL1	20:32369123	20:32366384	FP	210	80	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	PLCG1-AS1;TOP1	TOP1	20:41101353	20:41092472	FP	127	117	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	RUNX1	RUNX1	21:34834410	21:34859578	FP	157	81	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	RUNX1	RUNX1T1	21:34859474	8:92017363	FP	6	0	s0_LowEvidence	manta		4
Heyer_2019	SRR7646965	IGLC3	IGLC2	22:22906803	22:22901303	FP	0	4	IG;Imprecise	manta		1
Heyer_2019	SRR7646965	AL035658.1;EP300	AL035658.1;EP300	22:41173784	22:41172499	FP	42	41	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	AC097634.4;FOXP1	AC097634.4;FOXP1	3:71041328	3:71053773	FP	74	75	Inner;s0_Local	manta	3:71015549->3:71053773	1
Heyer_2019	SRR7646965	TFG	TFG	3:100744904	3:100732506	FP	6	7	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646965	AC058822.1;FIP1L1	AC058822.1;FIP1L1	4:53428183	4:53414615	FP	379	366	Inner;s0_Local	manta	4:53444103->4:53425872	1
Heyer_2019	SRR7646965	RANBP17	RANBP17	5:171205612	5:171183171	FP	74	104	Inner;s0_Local	manta	5:170881896->5:170878097	1
Heyer_2019	SRR7646965	NSD1	NSD1	5:177204292	5:177191884	FP	14	14	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	DEK	DEK	6:18236452	6:18258405	FP	1369	1120	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	FGFR1OP;Z94721.2	FGFR1OP;Z94721.2	6:167033971	6:167022409	FP	30	27	Inner;s0_Local	manta		1
Heyer_2019	SRR7646965	TRGC2	intergenic	7:38242428	7:38256585	FP	572	26	s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646965	DOCK5	IKZF1	8:25399040	7:50402680	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646965	TRIM24	TRIM24	7:138579532	7:138576373	FP	13	14	Inner;s0_Local	manta	7:138573642->7:138554698	1
Heyer_2019	SRR7646965	NCOA2	NCOA2	8:70213903	8:70216764	FP	327	223	Inner;s0_Local	manta	8:70159505->8:70162854,8:70123884->8:70144848	1
Heyer_2019	SRR7646965	PSIP1	AL592293.2;CLCN3P1	9:15472632	9:15055207	FP	2	0	lowSupport;s0_LowEvidence	manta		1
Heyer_2019	SRR7646965	CNTRL	CNTRL	9:121166180	9:121161856	FP	123	80	Inner;s0_Local	manta	9:121125839->9:121124014	1
Heyer_2019	SRR7646965	AL157938.2;NUP214	AL157938.2;NUP214	9:131147584	9:131135940	FP	15	18	Inner;s0_Local	manta		1
Heyer_2019	SRR7646966	MYC	IGH	NA	NA	FN	NA	NA		manta		0
Heyer_2019	SRR7646966	FP236383.1	KLHL21	21:8401729	1:6603157	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	STIL	STIL	1:47280241	1:47282459	FP	7	5	Inner;s0_Local	manta		1
Heyer_2019	SRR7646966	intergenic	HFM1	21:8445220	1:91387589	FP	0	0	Imprecise;lowSupport	manta	21:8445275->1:91387590	1
Heyer_2019	SRR7646966	FP671120.1	HFM1	21:8217955	1:91387590	FP	0	0	Imprecise;lowSupport	manta	21:8218004->1:91387591	1
Heyer_2019	SRR7646966	FP236383.1	HFM1	21:8401042	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	ABL1	PPFIA4	9:130887619	1:203050915	FP	6	0	s0_LowEvidence	manta		1
Heyer_2019	SRR7646966	PIP4K2A	LPP	10:22683882	3:188886757	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	intergenic	JCAD	21:8445278	10:30026660	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	intergenic	intergenic	21:8445276	10:79445831	FP	0	0	Imprecise;lowSupport	manta	7:81333740->21:8437607	1
Heyer_2019	SRR7646966	intergenic	DLG2	21:8441717	11:85484207	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	ARL5A	PAFAH1B2	2:151802571	11:117169174	FP	0	3	Imprecise	manta		3
Heyer_2019	SRR7646966	ETS1	AC010546.1	11:128460080	16:62808287	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	SET	intergenic	9:128696367	12:60678089	FP	3	0	s0_LowEvidence	manta		1
Heyer_2019	SRR7646966	intergenic	MYC	14:105859656	8:127735819	FP	20	0	s0_LowEvidence	manta		3
Heyer_2019	SRR7646966	IGHJ6	CASC11	14:105863198	8:127733959	FP	16	0	IG;s0_LowEvidence	manta		4
Heyer_2019	SRR7646966	intergenic	IGHJ4	9:30575653	14:105864260	FP	0	0	IG;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	MT-RNR2	AC025283.3;MTRNR2L4	MT:2513	16:3372009	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	RNA5-8SN2	UNC45B	21:8256933	17:35151254	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	MSI2	BPHL	17:57682328	6:3134344	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	LINC00486	PAX5	2:32866808	9:37034137	FP	0	4	Imprecise	manta		1
Heyer_2019	SRR7646966	LINC00486	intergenic	2:32916204	21:8260326	FP	0	16	Imprecise	manta	2:32916441->21:8260331	1
Heyer_2019	SRR7646966	LINC00486	FP236383.1	2:32916450	21:8399874	FP	0	20	Imprecise	manta	2:32916237->21:8400041	1
Heyer_2019	SRR7646966	intergenic	IGKV5-2	2:88865619	2:88897489	FP	49	0	IG;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646966	FP671120.1	FP236383.1	21:8213935	21:8396958	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	intergenic	FP671120.1	21:8444511	21:8216120	FP	0	23	Imprecise	manta	21:8258928->21:8214663,21:8260260->21:8215963	1
Heyer_2019	SRR7646966	GRK3	FP671120.1	22:25564911	21:8218714	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	MIR6087	intergenic	X:109054542	21:8445303	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	IGLC3	IGLC2	22:22906803	22:22901304	FP	0	23	IG;Imprecise	manta		1
Heyer_2019	SRR7646966	AC058822.1;FIP1L1	AC058822.1;FIP1L1	4:53428183	4:53414615	FP	6	5	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646966	MTND5P11;PCBD2	MT-ND5	5:134926372	MT:12425	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646966	BCOR	BCOR	X:40053907	X:40072643	FP	3	3	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646967	MYC	IGH	NA	NA	FN	NA	NA		manta		0
Heyer_2019	SRR7646967	intergenic	HFM1	2:202346373	1:91387551	FP	3	0	s0_LowEvidence	manta		1
Heyer_2019	SRR7646967	DEK	intergenic	6:18249651	1:98076699	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	FP671120.1	intergenic	21:8218006	10:79445831	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	FP671120.1	DLG2	21:8214449	11:85484203	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	intergenic	DLG2	21:8441713	11:85484204	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	intergenic	MYC	14:105858944	8:127736071	FP	23	2	PASS	manta		4
Heyer_2019	SRR7646967	intergenic	CASC11	14:105861312	8:127733957	FP	5	0	s0_LowEvidence	manta		3
Heyer_2019	SRR7646967	IGHJ6	CASC11	14:105863198	8:127733959	FP	48	0	IG;s0_LowEvidence	manta		4
Heyer_2019	SRR7646967	FAM81A	OGDH	15:59465299	7:44693304	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	AC007952.4;SNORD3D	FP236383.1	17:19112460	21:8399972	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	LINC00486	PAX5	2:32866843	9:37034108	FP	0	7	Imprecise	manta		1
Heyer_2019	SRR7646967	LINC00486	FP236383.1	2:32916450	21:8399898	FP	0	19	Imprecise	manta	2:32916221->21:8398469,2:32916238->21:8395179,2:32916238->21:8395828	1
Heyer_2019	SRR7646967	LINC00486	FP671120.1	2:32916434	21:8216130	FP	0	80	Imprecise	manta	2:32916401->21:8216848,2:32916236->21:8209237	1
Heyer_2019	SRR7646967	IGKV4-1	IGKJ1	2:88886152	2:88861923	FP	1185	3	IG;s0_Local	manta		1
Heyer_2019	SRR7646967	intergenic	IGKV5-2	2:88865619	2:88897489	FP	55	0	IG;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646967	SET	RBMS1	9:128696388	2:160274518	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	FP236383.1	U2AF1L5	21:8400209	21:6487766	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	intergenic	FP671120.1	21:8258927	21:8214661	FP	0	19	Imprecise	manta	21:8257077->21:8212805	1
Heyer_2019	SRR7646967	MIR6087	intergenic	X:109054542	21:8445280	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646967	IGLC3	IGLC2	22:22906803	22:22901303	FP	0	8	IG;Imprecise	manta		1
Heyer_2019	SRR7646967	MT-ND4	MTND4P35	MT:11699	5:100049461	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646882	TCF3	PBX1	19:1619111	1:164792494	TP	219	16	PASS	STAR_Fusion		4
Heyer_2019	SRR7646882	DDX3X	MLLT10	X:41342836	10:21586294	FP	2	1	PASS	STAR_Fusion	X:41342653->10:21586294	3
Heyer_2019	SRR7646882	AP002490.1;NUMA1	KAT6A	11:72018183	8:41943979	FP	1	2	PASS	STAR_Fusion		3
Heyer_2019	SRR7646882	PAFAH1B2	PICALM	11:117144418	11:86031611	FP	1	2	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	AC134669.1;EVI2B;NF1	PICALM	17:31313979	11:86031611	FP	1	2	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	NAMPT	PICALM	7:106272530	11:86031611	FP	1	11	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	NAMPT	PAFAH1B2	7:106261588	11:117171622	FP	1	2	PASS	STAR_Fusion		3
Heyer_2019	SRR7646882	KDM5A	ERC1	12:384031	12:1141620	FP	1	1	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646882	MLXIP	BCL7A	12:122079266	12:122030700	FP	1	1	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646882	YPEL5	ZMYM2	2:30147062	13:19959958	FP	1	2	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	HOOK3;RNF170	ZMYM2	8:42897188	13:19959958	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646882	AC244502.1;TRDV2	TRAC	14:22422881	14:22547506	FP	4	0	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	IKZF1	NIN	7:50327757	14:50806818	FP	1	6	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	EVI2B;NF1	intergenic	17:31305007	14:105777955	FP	3	6	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	CIITA	EWSR1	16:10904812	22:29292137	FP	1	3	PASS	STAR_Fusion		3
Heyer_2019	SRR7646882	RUNX1	MSI2	21:35048842	17:57401379	FP	1	5	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	IKZF1	CLTC	7:50304114	17:59644276	FP	1	4	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	SF3B1	NSD3	2:197420428	8:38338607	FP	1	2	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	RUNX1	RUNX1T1	21:34859474	8:92017363	FP	19	2	PASS	STAR_Fusion		3
Heyer_2019	SRR7646882	ERG	RUNX1	21:38498363	21:34859578	FP	1	1	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646882	RUNX1	NAMPT	21:34892925	7:106254504	FP	1	4	PASS	STAR_Fusion		3
Heyer_2019	SRR7646882	BCR	ABL1	22:23290413	9:130854064	FP	3	1	PASS	STAR_Fusion	22:23289621->9:130854064	1
Heyer_2019	SRR7646882	LPP	TBL1XR1	3:188225527	3:177079945	FP	1	2	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	TBL1XR1	LPP	3:177098466	3:188609161	FP	1	2	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	TFRC	RAP1GDS1	3:196072003	4:98441990	FP	1	1	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646882	DEK	AL157938.2;NUP214	6:18236452	9:131159383	FP	3	2	PASS	STAR_Fusion		3
Heyer_2019	SRR7646882	NSD3	PCM1	8:38326730	8:17947186	FP	1	3	PASS	STAR_Fusion		1
Heyer_2019	SRR7646882	IKBKB	KAT6A	8:42272205	8:42049707	FP	2	0	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646882	SNAPC3	PSIP1	9:15461805	9:15474237	FP	1	1	inNormal;lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646883	AFF1	MYC	4:87047594	8:127738251	TP	111	18	PASS	STAR_Fusion	4:87047594->8:127738248	3
Heyer_2019	SRR7646883	KMT2A	AFF1	11:118484314	4:87084120	TP	52	6	PASS	STAR_Fusion	11:118484314->4:87084123	4
Heyer_2019	SRR7646883	IPO9-AS1;NAV1	RUNX1	1:201718755	21:34859578	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646883	GRK2	CREBBP	11:67266812	16:3731937	FP	1	1	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646883	TMBIM6	NSD3	12:49741611	8:38348215	FP	1	1	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646883	FNBP1	ZMYM2	9:130042952	13:19959958	FP	2	0	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646883	AC244502.1;TRDV2	TRAC	14:22422881	14:22547506	FP	140	9	PASS	STAR_Fusion		1
Heyer_2019	SRR7646883	PLD1	CREBBP	3:171810399	16:3731937	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646883	CORO7;CORO7-PAM16	CREBBP	16:4416459	16:3851009	FP	2	0	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646883	TBCD	CBFA2T3	17:82929500	16:88892485	FP	2	0	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646883	BAHCC1	AC004080.3;HOXA9	17:81399917	7:27164967	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646883	YPEL5	BCL11A	2:30147062	2:60546300	FP	4	1	PASS	STAR_Fusion		3
Heyer_2019	SRR7646883	YPEL5	AC004080.3;HOXA9	2:30147062	7:27164967	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646883	PPP4R3B	BCL11A	2:55617144	2:60462424	FP	3	0	PASS	STAR_Fusion		3
Heyer_2019	SRR7646883	AC092567.1;EHBP1	BCL11A	2:62831158	2:60462424	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646883	KMT2E	RUNX1	7:105014535	21:34859578	FP	1	1	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646883	RNF4	NSD2	4:2490502	4:1900626	FP	1	1	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646883	AC004080.5;AC004080.6;HOXA-AS3;HOXA3	AC004080.3;HOXA9	7:27152288	7:27164967	FP	8	0	PASS	STAR_Fusion		1
Heyer_2019	SRR7646883	HOOK3;RNF170	KAT6A	8:42897188	8:42049707	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646890	TMPRSS2	ERG	21:41508081	21:38445621	TP	126	1	PASS	STAR_Fusion	21:41507950->21:38445621	4
Heyer_2019	SRR7646896	TMPRSS2	ERG	21:41508081	21:38584945	TP	50	5	PASS	STAR_Fusion	21:41507950->21:38584945,21:41506445->21:38584945	3
Heyer_2019	SRR7646898	SS18	SSX1	18:26032399	X:48263782	TP	138	2	PASS	STAR_Fusion		4
Heyer_2019	SRR7646902	TMPRSS2	ERG	21:41508081	21:38445621	TP	183	0	s0_LowEvidence	STAR_Fusion	21:41507950->21:38445621	4
Heyer_2019	SRR7646906	SS18	SSX1	18:26032399	X:48263782	TP	13	0	PASS	STAR_Fusion		3
Heyer_2019	SRR7646907	SS18	SSX2	18:26032399	X:52700578	TP	33	3	PASS	STAR_Fusion		4
Heyer_2019	SRR7646919	IGHJ3	BCL6	14:105864587	3:187734907	TP	36	3	IG	STAR_Fusion		3
Heyer_2019	SRR7646919	IGHJ5	BCL6	14:105863814	3:187734907	FP	8	3	IG	STAR_Fusion		3
Heyer_2019	SRR7646919	IGHJ2	BCL6	14:105865199	3:187734907	FP	7	3	IG	STAR_Fusion		1
Heyer_2019	SRR7646919	AC246787.2	BCL6	14:105895702	3:187734907	FP	13	3	PASS	STAR_Fusion		3
Heyer_2019	SRR7646928	EZR	AL132671.2;ROS1	6:158770764	6:117324415	TP	306	27	PASS	STAR_Fusion	6:158770764->6:117328813,6:158770764->6:117321394	4
Heyer_2019	SRR7646929	EML4	ALK	2:42325554	2:29223528	TP	11	1	PASS	STAR_Fusion		4
Heyer_2019	SRR7646932	TMPRSS2	ERG	21:41508081	21:38445621	TP	42	6	PASS	STAR_Fusion	21:41494356->21:38445621,21:41507950->21:38445621	3
Heyer_2019	SRR7646933	TMPRSS2	ERG	21:41508081	21:38584945	TP	350	0	s0_LowEvidence	STAR_Fusion	21:41507950->21:38584945	4
Heyer_2019	SRR7646934	TMPRSS2	ERG	21:41508081	21:38445621	TP	280	1	PASS	STAR_Fusion	21:41507950->21:38445621	3
Heyer_2019	SRR7646935	TMPRSS2	ERG	21:41508081	21:38584945	TP	209	0	s0_LowEvidence	STAR_Fusion	21:41507950->21:38584945	4
Heyer_2019	SRR7646935	AC242842.2;LINC00869	SEC22B3	1:149607554	1:148784591	FP	3	3	PASS	STAR_Fusion		1
Heyer_2019	SRR7646942	MN1	ETV6	22:27796763	12:11839140	TP	1592	208	PASS	STAR_Fusion	22:27796763->12:11826402,22:27796763->12:11826407,22:27796763->12:11825644	4
Heyer_2019	SRR7646942	AC118553.2;MFSD14A	AL135960.1;TAL1	1:100038316	1:47229351	FP	3	0	PASS	STAR_Fusion		1
Heyer_2019	SRR7646942	ERCC1;FOSB	AL135960.1;TAL1	19:45468712	1:47229351	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646942	GATA2;GATA2-AS1	AL135960.1;TAL1	3:128492899	1:47229351	FP	2	0	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646942	TAL1	NSD1	1:47232167	5:177135087	FP	1	3	PASS	STAR_Fusion		3
Heyer_2019	SRR7646942	PICALM	SYTL2	11:85974708	11:85758114	FP	2	0	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646942	intergenic	ZBTB16	Y:1536921	11:114063211	FP	1	1	lowSupport	STAR_Fusion		1
Heyer_2019	SRR7646942	FLI1;SENCR	KAT6A	11:128694276	8:42049707	FP	1	1	lowSupport	STAR_Fusion		3
Heyer_2019	SRR7646942	ETV6	MN1	12:11752579	22:27751096	FP	551	80	PASS	STAR_Fusion		4
Heyer_2019	SRR7646942	PSPC1	ZMYM2	13:19730239	13:20002850	FP	1	1	lowSupport	STAR_Fusion	13:19782386->13:19959958	1
